track,reference,stat,lo,hi
D_BW_ENCSR897FOZ,benign,std,-0.006271914268283165,0.006672714226907557
D_BW_ENCSR897FOZ,benign,mad,-0.0024737417697906494,0.0025401413440704346
D_BW_ENCSR726ZZX,all,std,-0.012441545005961657,0.014057518133789127
D_BW_ENCSR726ZZX,all,mad,-0.004240840673446655,0.0046058595180511475
D_BW_ENCSR726ZZX,benign,std,-0.011021797701798534,0.01210065321556074
D_BW_ENCSR726ZZX,benign,mad,-0.003711521625518799,0.003977000713348389
D_BW_ENCSR778VGY,all,std,-0.008194181766535658,0.008744219620004172
D_BW_ENCSR778VGY,all,mad,-0.0030343234539031982,0.0030343234539031982
D_BW_ENCSR778VGY,benign,std,-0.00720053010185712,0.007583356006024736
D_BW_ENCSR778VGY,benign,mad,-0.002706289291381836,0.002706289291381836
D_BW_ENCSR257BGZ,all,std,-0.014650091359792,0.014917872837777608
D_BW_ENCSR257BGZ,all,mad,-0.004650712013244629,0.004650712013244629
D_BW_ENCSR257BGZ,benign,std,-0.013072509298157958,0.01331810203494828
D_BW_ENCSR257BGZ,benign,mad,-0.00420716404914856,0.00420716404914856
D_BW_ENCSR000ELX,all,std,-0.014521606513895332,0.016389776076246195
D_BW_ENCSR000ELX,all,mad,-0.005654722452163696,0.006476610898971558
