file_id,biosample_type,tissue,assay,strand,experiment_target,dataset
ENCSR304AMN,cell line,HEK293,TF ChIP-seq,,IKZF3,encode_v3
ENCSR382GSF,cell line,HEK293,TF ChIP-seq,,INSM2,encode_v3
ENCSR859BMR,cell line,HEK293,TF ChIP-seq,,KLF1,encode_v3
ENCSR006GAQ,cell line,HEK293,TF ChIP-seq,,KLF10,encode_v3
ENCSR397DQC,cell line,HEK293,TF ChIP-seq,,KLF16,encode_v3
ENCSR065WUF,cell line,HEK293,TF ChIP-seq,,KLF17,encode_v3
ENCSR604VWJ,cell line,HEK293,TF ChIP-seq,,KLF7,encode_v3
ENCSR635NOQ,cell line,HEK293,TF ChIP-seq,,KLF8,encode_v3
ENCSR076EZB,cell line,HEK293,TF ChIP-seq,,KLF9,encode_v3
ENCSR290SSQ,cell line,HEK293,TF ChIP-seq,,MAZ,encode_v3
ENCSR707BNG,cell line,HEK293,TF ChIP-seq,,MYNN,encode_v3
ENCSR298QUH,cell line,HEK293,TF ChIP-seq,,MZF1,encode_v3
ENCSR324LTM,cell line,HEK293,TF ChIP-seq,,OSR2,encode_v3
ENCSR768LIO,cell line,HEK293,TF ChIP-seq,,OVOL3,encode_v3
ENCSR966ULI,cell line,HEK293,TF ChIP-seq,,PATZ1,encode_v3
ENCSR098YLE,cell line,HEK293,TF ChIP-seq,,PRDM1,encode_v3
ENCSR223TAV,cell line,HEK293,TF ChIP-seq,,PRDM10,encode_v3
ENCSR714LYA,cell line,HEK293,TF ChIP-seq,,PRDM2,encode_v3
ENCSR443MVV,cell line,HEK293,TF ChIP-seq,,PRDM4,encode_v3
ENCSR892QHR,cell line,HEK293,TF ChIP-seq,,PRDM6,encode_v3
ENCSR441UBA,cell line,HEK293,TF ChIP-seq,,RBAK,encode_v3
ENCSR896UBV,cell line,HEK293,TF ChIP-seq,,REST,encode_v3
ENCSR044FMM,cell line,HEK293,TF ChIP-seq,,SALL2,encode_v3
ENCSR605MGM,cell line,HEK293,TF ChIP-seq,,SCRT1,encode_v3
ENCSR338DGO,cell line,HEK293,TF ChIP-seq,,SCRT2,encode_v3
ENCSR807LQP,cell line,HEK293,TF ChIP-seq,,SP2,encode_v3
ENCSR141PZA,cell line,HEK293,TF ChIP-seq,,SP3,encode_v3
ENCSR468IJT,cell line,HEK293,TF ChIP-seq,,SP7,encode_v3
ENCSR000EUZ,cell line,HEK293,TF ChIP-seq,,TRIM28,encode_v3
ENCSR217WRC,cell line,HEK293,TF ChIP-seq,,TSHZ1,encode_v3
ENCSR966PJJ,cell line,HEK293,TF ChIP-seq,,WT1,encode_v3
ENCSR859RAO,cell line,HEK293,TF ChIP-seq,,YY1,encode_v3
ENCSR692HSE,cell line,HEK293,TF ChIP-seq,,YY2,encode_v3
ENCSR927UJQ,cell line,HEK293,TF ChIP-seq,,ZBTB1,encode_v3
ENCSR004PLU,cell line,HEK293,TF ChIP-seq,,ZBTB10,encode_v3
ENCSR882ZTS,cell line,HEK293,TF ChIP-seq,,ZBTB11,encode_v3
ENCSR543KOA,cell line,HEK293,TF ChIP-seq,,ZBTB12,encode_v3
ENCSR631WAA,cell line,HEK293,TF ChIP-seq,,ZBTB17,encode_v3
ENCSR460MBI,cell line,HEK293,TF ChIP-seq,,ZBTB20,encode_v3
ENCSR321MSF,cell line,HEK293,TF ChIP-seq,,ZBTB21,encode_v3
ENCSR229DYF,cell line,HEK293,TF ChIP-seq,,ZBTB26,encode_v3
ENCSR076STQ,cell line,HEK293,TF ChIP-seq,,ZBTB44,encode_v3
ENCSR781EQJ,cell line,HEK293,TF ChIP-seq,,ZBTB48,encode_v3
ENCSR924GRG,cell line,HEK293,TF ChIP-seq,,ZBTB49,encode_v3
ENCSR619OUC,cell line,HEK293,TF ChIP-seq,,ZBTB6,encode_v3
ENCSR773REP,cell line,HEK293,TF ChIP-seq,,ZBTB7A,encode_v3
ENCSR481FEC,cell line,HEK293,TF ChIP-seq,,ZBTB8A,encode_v3
ENCSR909HMT,cell line,HEK293,TF ChIP-seq,,ZEB1,encode_v3
ENCSR417VWF,cell line,HEK293,TF ChIP-seq,,ZEB2,encode_v3
ENCSR632SIM,cell line,HEK293,TF ChIP-seq,,ZFHX2,encode_v3
ENCSR134QIE,cell line,HEK293,TF ChIP-seq,,ZFP3,encode_v3
ENCSR365GRX,cell line,HEK293,TF ChIP-seq,,ZFP37,encode_v3
ENCSR348ONY,cell line,HEK293,TF ChIP-seq,,ZFP41,encode_v3
ENCSR381VYR,cell line,HEK293,TF ChIP-seq,,ZFP69B,encode_v3
ENCSR728MWW,cell line,HEK293,TF ChIP-seq,,ZIC2,encode_v3
ENCSR019WUS,cell line,HEK293,TF ChIP-seq,,ZNF10,encode_v3
ENCSR751PNN,cell line,HEK293,TF ChIP-seq,,ZNF112,encode_v3
ENCSR985MYI,cell line,HEK293,TF ChIP-seq,,ZNF114,encode_v3
ENCSR224QDY,cell line,HEK293,TF ChIP-seq,,ZNF121,encode_v3
ENCSR138RCE,cell line,HEK293,TF ChIP-seq,,ZNF132,encode_v3
ENCSR283MWQ,cell line,HEK293,TF ChIP-seq,,ZNF133,encode_v3
ENCSR551KAP,cell line,HEK293,TF ChIP-seq,,ZNF138,encode_v3
ENCSR464KFG,cell line,HEK293,TF ChIP-seq,,ZNF140,encode_v3
ENCSR689YFA,cell line,HEK293,TF ChIP-seq,,ZNF146,encode_v3
ENCSR736ZKL,cell line,HEK293,TF ChIP-seq,,ZNF148,encode_v3
ENCSR801BWR,cell line,HEK293,TF ChIP-seq,,ZNF155,encode_v3
ENCSR564YYW,cell line,HEK293,TF ChIP-seq,,ZNF157,encode_v3
ENCSR093HXE,cell line,HEK293,TF ChIP-seq,,ZNF16,encode_v3
ENCSR661AXW,cell line,HEK293,TF ChIP-seq,,ZNF169,encode_v3
ENCSR516VQK,cell line,HEK293,TF ChIP-seq,,ZNF174,encode_v3
ENCSR103GAK,cell line,HEK293,TF ChIP-seq,,ZNF175,encode_v3
ENCSR977HTH,cell line,HEK293,TF ChIP-seq,,ZNF18,encode_v3
ENCSR020UPN,cell line,HEK293,TF ChIP-seq,,ZNF184,encode_v3
ENCSR163RYW,cell line,HEK293,TF ChIP-seq,,ZNF189,encode_v3
ENCSR811JJM,cell line,HEK293,TF ChIP-seq,,ZNF19,encode_v3
ENCSR011CKE,cell line,HEK293,TF ChIP-seq,,ZNF2,encode_v3
ENCSR996FYT,cell line,HEK293,TF ChIP-seq,,ZNF202,encode_v3
ENCSR365DQH,cell line,HEK293,TF ChIP-seq,,ZNF211,encode_v3
ENCSR993DED,cell line,HEK293,TF ChIP-seq,,ZNF214,encode_v3
ENCSR194BBY,cell line,HEK293,TF ChIP-seq,,ZNF221,encode_v3
ENCSR906PCS,cell line,HEK293,TF ChIP-seq,,ZNF223,encode_v3
ENCSR679KXF,cell line,HEK293,TF ChIP-seq,,ZNF23,encode_v3
ENCSR440COG,cell line,HEK293,TF ChIP-seq,,ZNF239,encode_v3
ENCSR984MDV,cell line,HEK293,TF ChIP-seq,,ZNF24,encode_v3
ENCSR338SEM,cell line,HEK293,TF ChIP-seq,,ZNF248,encode_v3
ENCSR028EGI,cell line,HEK293,TF ChIP-seq,,ZNF26,encode_v3
ENCSR000EVD,cell line,HEK293,TF ChIP-seq,,ZNF263,encode_v3
ENCSR466VYP,cell line,HEK293,TF ChIP-seq,,ZNF266,encode_v3
ENCSR178QVJ,cell line,HEK293,TF ChIP-seq,,ZNF274,encode_v3
ENCSR076KZW,cell line,HEK293,TF ChIP-seq,,ZNF280C,encode_v3
ENCSR451CYX,cell line,HEK293,TF ChIP-seq,,ZNF280D,encode_v3
ENCSR228PGT,cell line,HEK293,TF ChIP-seq,,ZNF292,encode_v3
ENCSR513MGG,cell line,HEK293,TF ChIP-seq,,ZNF302,encode_v3
ENCSR096LSN,cell line,HEK293,TF ChIP-seq,,ZNF311,encode_v3
ENCSR768HOH,cell line,HEK293,TF ChIP-seq,,ZNF324,encode_v3
ENCSR328SUD,cell line,HEK293,TF ChIP-seq,,ZNF335,encode_v3
ENCSR727PIC,cell line,HEK293,TF ChIP-seq,,ZNF34,encode_v3
ENCSR185FOY,cell line,HEK293,TF ChIP-seq,,ZNF341,encode_v3
ENCSR854ORP,cell line,HEK293,TF ChIP-seq,,ZNF350,encode_v3
ENCSR289NSN,cell line,HEK293,TF ChIP-seq,,ZNF354C,encode_v3
ENCSR715QNO,cell line,HEK293,TF ChIP-seq,,ZNF362,encode_v3
ENCSR106EBH,cell line,HEK293,TF ChIP-seq,,ZNF366,encode_v3
ENCSR371LLY,cell line,HEK293,TF ChIP-seq,,ZNF37A,encode_v3
ENCSR210MET,cell line,HEK293,TF ChIP-seq,,ZNF391,encode_v3
ENCSR125DNC,cell line,HEK293,TF ChIP-seq,,ZNF394,encode_v3
ENCSR676ZEF,cell line,HEK293,TF ChIP-seq,,ZNF398,encode_v3
ENCSR669GUM,cell line,HEK293,TF ChIP-seq,,ZNF404,encode_v3
ENCSR604CNJ,cell line,HEK293,TF ChIP-seq,,ZNF416,encode_v3
ENCSR477OJI,cell line,HEK293,TF ChIP-seq,,ZNF423,encode_v3
ENCSR224NFP,cell line,HEK293,TF ChIP-seq,,ZNF426,encode_v3
ENCSR586BRJ,cell line,HEK293,TF ChIP-seq,,ZNF433,encode_v3
ENCSR738SLS,cell line,HEK293,TF ChIP-seq,,ZNF449,encode_v3
ENCSR567XAM,cell line,HEK293,TF ChIP-seq,,ZNF473,encode_v3
ENCSR517DDU,cell line,HEK293,TF ChIP-seq,,ZNF48,encode_v3
ENCSR363XBR,cell line,HEK293,TF ChIP-seq,,ZNF488,encode_v3
ENCSR461ZJT,cell line,HEK293,TF ChIP-seq,,ZNF501,encode_v3
ENCSR595FAO,cell line,HEK293,TF ChIP-seq,,ZNF510,encode_v3
ENCSR503DPC,cell line,HEK293,TF ChIP-seq,,ZNF513,encode_v3
ENCSR897RVP,cell line,HEK293,TF ChIP-seq,,ZNF514,encode_v3
ENCSR159GFL,cell line,HEK293,TF ChIP-seq,,ZNF518A,encode_v3
ENCSR665KYH,cell line,HEK293,TF ChIP-seq,,ZNF521,encode_v3
ENCSR754SOI,cell line,HEK293,TF ChIP-seq,,ZNF529,encode_v3
ENCSR701RXW,cell line,HEK293,TF ChIP-seq,,ZNF530,encode_v3
ENCSR167XFW,cell line,HEK293,TF ChIP-seq,,ZNF544,encode_v3
ENCSR909TSW,cell line,HEK293,TF ChIP-seq,,ZNF547,encode_v3
ENCSR892ZTO,cell line,HEK293,TF ChIP-seq,,ZNF548,encode_v3
ENCSR185QFX,cell line,HEK293,TF ChIP-seq,,ZNF549,encode_v3
ENCSR767XSF,cell line,HEK293,TF ChIP-seq,,ZNF555,encode_v3
ENCSR447ZTA,cell line,HEK293,TF ChIP-seq,,ZNF558,encode_v3
ENCSR538RDA,cell line,HEK293,TF ChIP-seq,,ZNF560,encode_v3
ENCSR125ULS,cell line,HEK293,TF ChIP-seq,,ZNF561,encode_v3
ENCSR421QXA,cell line,HEK293,TF ChIP-seq,,ZNF571,encode_v3
ENCSR668HOP,cell line,HEK293,TF ChIP-seq,,ZNF580,encode_v3
ENCSR011XCI,cell line,HEK293,TF ChIP-seq,,ZNF585B,encode_v3
ENCSR344SBD,cell line,HEK293,TF ChIP-seq,,ZNF596,encode_v3
ENCSR017QBI,cell line,HEK293,TF ChIP-seq,,ZNF600,encode_v3
ENCSR691TXI,cell line,HEK293,TF ChIP-seq,,ZNF610,encode_v3
ENCSR858FAN,cell line,HEK293,TF ChIP-seq,,ZNF621,encode_v3
ENCSR022IZK,cell line,HEK293,TF ChIP-seq,,ZNF623,encode_v3
ENCSR878DES,cell line,HEK293,TF ChIP-seq,,ZNF624,encode_v3
ENCSR351NON,cell line,HEK293,TF ChIP-seq,,ZNF629,encode_v3
ENCSR080CST,cell line,HEK293,TF ChIP-seq,,ZNF639,encode_v3
ENCSR776LDJ,cell line,HEK293,TF ChIP-seq,,ZNF645,encode_v3
ENCSR504VDV,cell line,HEK293,TF ChIP-seq,,ZNF654,encode_v3
ENCSR762DQP,cell line,HEK293,TF ChIP-seq,,ZNF658,encode_v3
ENCSR283DOU,cell line,HEK293,TF ChIP-seq,,ZNF660,encode_v3
ENCSR714LZQ,cell line,HEK293,TF ChIP-seq,,ZNF664,encode_v3
ENCSR233MWH,cell line,HEK293,TF ChIP-seq,,ZNF670,encode_v3
ENCSR279KDC,cell line,HEK293,TF ChIP-seq,,ZNF677,encode_v3
ENCSR307CKC,cell line,HEK293,TF ChIP-seq,,ZNF680,encode_v3
ENCSR418MKG,cell line,HEK293,TF ChIP-seq,,ZNF692,encode_v3
ENCSR547TGL,cell line,HEK293,TF ChIP-seq,,ZNF701,encode_v3
ENCSR194KWL,cell line,HEK293,TF ChIP-seq,,ZNF704,encode_v3
ENCSR854IPI,cell line,HEK293,TF ChIP-seq,,ZNF707,encode_v3
ENCSR497IAS,cell line,HEK293,TF ChIP-seq,,ZNF747,encode_v3
ENCSR072LQF,cell line,HEK293,TF ChIP-seq,,ZNF76,encode_v3
ENCSR242BGR,cell line,HEK293,TF ChIP-seq,,ZNF770,encode_v3
ENCSR274LVQ,cell line,HEK293,TF ChIP-seq,,ZNF776,encode_v3
ENCSR295BIP,cell line,HEK293,TF ChIP-seq,,ZNF777,encode_v3
ENCSR950ACO,cell line,HEK293,TF ChIP-seq,,ZNF785,encode_v3
ENCSR775HFF,cell line,HEK293,TF ChIP-seq,,ZNF791,encode_v3
ENCSR679STZ,cell line,HEK293,TF ChIP-seq,,ZNF792,encode_v3
ENCSR711UOA,cell line,HEK293,TF ChIP-seq,,ZNF837,encode_v3
ENCSR502KPJ,cell line,HEK293,TF ChIP-seq,,ZNF843,encode_v3
ENCSR864VJE,cell line,HEK293,TF ChIP-seq,,ZSCAN16,encode_v3
ENCSR721QZV,cell line,HEK293,TF ChIP-seq,,ZSCAN18,encode_v3
ENCSR253CKN,cell line,HEK293,TF ChIP-seq,,ZSCAN21,encode_v3
ENCSR705ASR,cell line,HEK293,TF ChIP-seq,,ZSCAN23,encode_v3
ENCSR501NSC,cell line,HEK293,TF ChIP-seq,,ZSCAN26,encode_v3
ENCSR768VNZ,cell line,HEK293,TF ChIP-seq,,ZSCAN30,encode_v3
ENCSR211GNP,cell line,HEK293,TF ChIP-seq,,ZSCAN4,encode_v3
ENCSR357QJR,cell line,HEK293,TF ChIP-seq,,ZSCAN5A,encode_v3
ENCSR731AGO,cell line,HEK293,TF ChIP-seq,,ZSCAN5C,encode_v3
ENCSR559IOZ,cell line,HEK293,TF ChIP-seq,,ZXDB,encode_v3
ENCSR000EJR,cell line,HEK293T,DNase-seq,,none,encode_v3
ENCSR760UKJ,cell line,HEK293T,TF ChIP-seq,,ARNT,encode_v3
ENCSR789GVU,cell line,HEK293T,TF ChIP-seq,,BHLHE40,encode_v3
ENCSR237TFX,cell line,HEK293T,TF ChIP-seq,,CTBP1,encode_v3
ENCSR778QLY,cell line,HEK293T,TF ChIP-seq,,ELF4,encode_v3
ENCSR094WHO,cell line,HEK293T,TF ChIP-seq,,FOXA1,encode_v3
ENCSR872BOU,cell line,HEK293T,TF ChIP-seq,,FOXK2,encode_v3
ENCSR831EIW,cell line,HEK293T,TF ChIP-seq,,FOXM1,encode_v3
ENCSR522LDJ,cell line,HEK293T,TF ChIP-seq,,HDGF,encode_v3
ENCSR862PNL,cell line,HEK293T,TF ChIP-seq,,L3MBTL2,encode_v3
ENCSR240XWM,cell line,HEK293T,TF ChIP-seq,,LEF1,encode_v3
ENCSR997GPO,cell line,HEK293T,TF ChIP-seq,,NFRKB,encode_v3
ENCSR233FAG,cell line,HEK293T,TF ChIP-seq,,PKNOX1,encode_v3
ENCSR906PEI,cell line,HEK293T,TF ChIP-seq,,SP1,encode_v3
ENCSR090ZDO,cell line,HEK293T,TF ChIP-seq,,SUZ12,encode_v3
ENCSR218GSN,cell line,HEK293T,TF ChIP-seq,,ZFX,encode_v3
ENCSR882ICT,cell line,HEK293T,TF ChIP-seq,,ZNF384,encode_v3
ENCSR000DUK,cell line,HFF-Myc,Histone ChIP-seq,,H3K4me3,encode_v3
ENCSR000DUM,cell line,HFF-Myc,TF ChIP-seq,,CTCF,encode_v3
ENCSR146ZSP_M,cell line,HFFc6,total RNA-seq,minus,none,encode_v3
ENCSR146ZSP_P,cell line,HFFc6,total RNA-seq,plus,none,encode_v3
ENCSR381OTM_M,cell line,HFFc6,total RNA-seq,minus,none,encode_v3
ENCSR381OTM_P,cell line,HFFc6,total RNA-seq,plus,none,encode_v3
ENCSR420ZKB_M,cell line,HFFc6,total RNA-seq,minus,none,encode_v3
ENCSR420ZKB_P,cell line,HFFc6,total RNA-seq,plus,none,encode_v3
ENCSR636LEU_M,cell line,HFFc6,total RNA-seq,minus,none,encode_v3
ENCSR636LEU_P,cell line,HFFc6,total RNA-seq,plus,none,encode_v3
ENCSR735JKB_M,cell line,HFFc6,total RNA-seq,minus,none,encode_v3
ENCSR735JKB_P,cell line,HFFc6,total RNA-seq,plus,none,encode_v3
ENCSR841QAC_M,cell line,HFFc6,total RNA-seq,minus,none,encode_v3
ENCSR841QAC_P,cell line,HFFc6,total RNA-seq,plus,none,encode_v3
ENCSR634YVQ,cell line,HK-2,DNase-seq,,none,encode_v3
ENCSR000DUO,cell line,HL-60,Histone ChIP-seq,,H3K4me3,encode_v3
ENCSR000DUP,cell line,HL-60,TF ChIP-seq,,CTCF,encode_v3
ENCSR000BTK,cell line,HL-60,TF ChIP-seq,,GABPA,encode_v3
ENCSR000BTL,cell line,HL-60,TF ChIP-seq,,POLR2AphosphoS5,encode_v3
ENCSR000BTF,cell line,HL-60,TF ChIP-seq,,REST,encode_v3
ENCSR000BUW,cell line,HL-60,TF ChIP-seq,,SPI1,encode_v3
ENCSR000EMF,cell line,HS-27A,DNase-seq,,none,encode_v3
ENCSR000EMG,cell line,HS-5,DNase-seq,,none,encode_v3
ENCSR814KRX,cell line,HT-29,DNase-seq,,none,encode_v3
ENCSR971GPJ_M,cell line,HT-29,total RNA-seq,minus,none,encode_v3
ENCSR971GPJ_P,cell line,HT-29,total RNA-seq,plus,none,encode_v3
ENCSR067UNX_M,cell line,HT1080,polyA plus RNA-seq,minus,none,encode_v3
ENCSR067UNX_P,cell line,HT1080,polyA plus RNA-seq,plus,none,encode_v3
ENCSR166QLP_M,cell line,HT1080,polyA plus RNA-seq,minus,none,encode_v3
ENCSR166QLP_P,cell line,HT1080,polyA plus RNA-seq,plus,none,encode_v3
ENCSR535VTR_M,cell line,HT1080,total RNA-seq,minus,none,encode_v3
ENCSR535VTR_P,cell line,HT1080,total RNA-seq,plus,none,encode_v3
ENCSR000EKC,cell line,HTR-8/SVneo,DNase-seq,,none,encode_v3
ENCSR223UPC,cell line,HUES48,Histone ChIP-seq,,H3K27ac,encode_v3
ENCSR262NQD,cell line,HUES48,Histone ChIP-seq,,H3K27me3,encode_v3
ENCSR775GZI,cell line,HUES48,Histone ChIP-seq,,H3K36me3,encode_v3
ENCSR888OSH,cell line,HUES48,Histone ChIP-seq,,H3K4me1,encode_v3
ENCSR153SGD,cell line,HUES48,Histone ChIP-seq,,H3K4me3,encode_v3
ENCSR335ELI,cell line,HUES48,Histone ChIP-seq,,H3K9ac,encode_v3
ENCSR560OUF,cell line,HUES48,Histone ChIP-seq,,H3K9me3,encode_v3
ENCSR315IRO,cell line,HUES6,Histone ChIP-seq,,H3K27ac,encode_v3
ENCSR410GUN,cell line,HUES6,Histone ChIP-seq,,H3K27me3,encode_v3
ENCSR237OBF,cell line,HUES6,Histone ChIP-seq,,H3K36me3,encode_v3
ENCSR919DBC,cell line,HUES6,Histone ChIP-seq,,H3K4me1,encode_v3
ENCSR176ABZ,cell line,HUES6,Histone ChIP-seq,,H3K4me3,encode_v3
ENCSR583ALI,cell line,HUES6,Histone ChIP-seq,,H3K9ac,encode_v3
ENCSR862SCU,cell line,HUES6,Histone ChIP-seq,,H3K9me3,encode_v3
ENCSR804MAP,cell line,HUES64,Histone ChIP-seq,,H3K27ac,encode_v3
ENCSR634MAK,cell line,HUES64,Histone ChIP-seq,,H3K27me3,encode_v3
ENCSR426UWA,cell line,HUES64,Histone ChIP-seq,,H3K36me3,encode_v3
ENCSR845WAQ,cell line,HUES64,Histone ChIP-seq,,H3K4me1,encode_v3
ENCSR894OYM,cell line,HUES64,Histone ChIP-seq,,H3K4me3,encode_v3
ENCSR470PLJ,cell line,HUES64,Histone ChIP-seq,,H3K9ac,encode_v3
ENCSR316MNI,cell line,HUES64,Histone ChIP-seq,,H3K9me3,encode_v3
ENCSR348EFG_M,cell line,HUES64,polyA plus RNA-seq,minus,none,encode_v3
ENCSR348EFG_P,cell line,HUES64,polyA plus RNA-seq,plus,none,encode_v3
ENCSR738PHQ_M,cell line,HUES64,polyA plus RNA-seq,minus,none,encode_v3
ENCSR738PHQ_P,cell line,HUES64,polyA plus RNA-seq,plus,none,encode_v3
ENCSR000EJS,cell line,HeLa-S3,DNase-seq,,none,encode_v3
ENCSR000EJT,cell line,HeLa-S3,DNase-seq,,none,encode_v3
ENCSR959ZXU,cell line,HeLa-S3,DNase-seq,,none,encode_v3
ENCSR000AQN,cell line,HeLa-S3,Histone ChIP-seq,,H2AFZ,encode_v3
ENCSR000AOC,cell line,HeLa-S3,Histone ChIP-seq,,H3K27ac,encode_v3
ENCSR000APB,cell line,HeLa-S3,Histone ChIP-seq,,H3K27me3,encode_v3
ENCSR000DTY,cell line,HeLa-S3,Histone ChIP-seq,,H3K27me3,encode_v3
ENCSR000DTZ,cell line,HeLa-S3,Histone ChIP-seq,,H3K36me3,encode_v3
ENCSR000APW,cell line,HeLa-S3,Histone ChIP-seq,,H3K4me1,encode_v3
ENCSR000AOE,cell line,HeLa-S3,Histone ChIP-seq,,H3K4me2,encode_v3
ENCSR000AOF,cell line,HeLa-S3,Histone ChIP-seq,,H3K4me3,encode_v3
ENCSR000DUA,cell line,HeLa-S3,Histone ChIP-seq,,H3K4me3,encode_v3
ENCSR340WQU,cell line,HeLa-S3,Histone ChIP-seq,,H3K4me3,encode_v3
ENCSR000AOG,cell line,HeLa-S3,Histone ChIP-seq,,H3K79me2,encode_v3
ENCSR000AOH,cell line,HeLa-S3,Histone ChIP-seq,,H3K9ac,encode_v3
ENCSR000AQO,cell line,HeLa-S3,Histone ChIP-seq,,H3K9me3,encode_v3
ENCSR000AOI,cell line,HeLa-S3,Histone ChIP-seq,,H4K20me1,encode_v3
ENCSR000AOA,cell line,HeLa-S3,TF ChIP-seq,,CTCF,encode_v3
ENCSR219MKK,cell line,HeLa-S3,TF ChIP-seq,,DEK,encode_v3
ENCSR680OFU,cell line,HeLa-S3,TF ChIP-seq,,EP300,encode_v3
ENCSR000ATC,cell line,HeLa-S3,TF ChIP-seq,,EZH2,encode_v3
ENCSR000BHS,cell line,HeLa-S3,TF ChIP-seq,,GABPA,encode_v3
ENCSR000ECZ,cell line,HeLa-S3,TF ChIP-seq,,GTF2F1,encode_v3
ENCSR140DSL,cell line,HeLa-S3,TF ChIP-seq,,MAFF,encode_v3
ENCSR000ECK,cell line,HeLa-S3,TF ChIP-seq,,MAFK,encode_v3
ENCSR707IUN,cell line,HeLa-S3,TF ChIP-seq,,NFE2L2,encode_v3
ENCSR000BGO,cell line,HeLa-S3,TF ChIP-seq,,POLR2A,encode_v3
ENCSR000BMN,cell line,HeLa-S3,TF ChIP-seq,,REST,encode_v3
ENCSR611WZO,cell line,HeLa-S3,TF ChIP-seq,,SREBF2,encode_v3
ENCSR000ECQ,cell line,HeLa-S3,TF ChIP-seq,,SUPT20H,encode_v3
ENCSR000BHT,cell line,HeLa-S3,TF ChIP-seq,,TAF1,encode_v3
ENCSR000EDD,cell line,HeLa-S3,TF ChIP-seq,,TBP,encode_v3
ENCSR634ZGP,cell line,HeLa-S3,TF ChIP-seq,,UBTF,encode_v3
ENCSR887MXT,cell line,HeLa-S3,TF ChIP-seq,,ZHX1,encode_v3
ENCSR000CPP_M,cell line,HeLa-S3,polyA plus RNA-seq,minus,none,encode_v3
ENCSR000CPP_P,cell line,HeLa-S3,polyA plus RNA-seq,plus,none,encode_v3
ENCSR000CPQ_M,cell line,HeLa-S3,polyA plus RNA-seq,minus,none,encode_v3
ENCSR000CPQ_P,cell line,HeLa-S3,polyA plus RNA-seq,plus,none,encode_v3
ENCSR000EYQ,cell line,HeLa-S3,polyA plus RNA-seq,,none,encode_v3
ENCSR552EGO_M,cell line,HeLa-S3,polyA plus RNA-seq,minus,none,encode_v3
ENCSR552EGO_P,cell line,HeLa-S3,polyA plus RNA-seq,plus,none,encode_v3
ENCSR000EJV,cell line,HepG2,DNase-seq,,none,encode_v3
ENCSR149XIL,cell line,HepG2,DNase-seq,,none,encode_v3
ENCSR000AOL,cell line,HepG2,Histone ChIP-seq,,H3K27me3,encode_v3
ENCSR000DUE,cell line,HepG2,Histone ChIP-seq,,H3K27me3,encode_v3
ENCSR000DUD,cell line,HepG2,Histone ChIP-seq,,H3K36me3,encode_v3
ENCSR000APV,cell line,HepG2,Histone ChIP-seq,,H3K4me1,encode_v3
ENCSR000AMC,cell line,HepG2,Histone ChIP-seq,,H3K4me2,encode_v3
ENCSR000AMP,cell line,HepG2,Histone ChIP-seq,,H3K4me3,encode_v3
ENCSR000DUF,cell line,HepG2,Histone ChIP-seq,,H3K4me3,encode_v3
ENCSR575RRX,cell line,HepG2,Histone ChIP-seq,,H3K4me3,encode_v3
ENCSR000AMD,cell line,HepG2,Histone ChIP-seq,,H3K9ac,encode_v3
ENCSR000ATD,cell line,HepG2,Histone ChIP-seq,,H3K9me3,encode_v3
ENCSR000AMQ,cell line,HepG2,Histone ChIP-seq,,H4K20me1,encode_v3
ENCSR412ZDC,cell line,HepG2,TF ChIP-seq,,AHR,encode_v3
ENCSR000EDP,cell line,HepG2,TF ChIP-seq,,ARID3A,encode_v3
ENCSR988LZG,cell line,HepG2,TF ChIP-seq,,ARID4B,encode_v3
ENCSR029IBC,cell line,HepG2,TF ChIP-seq,,ARNT,encode_v3
ENCSR508LMH,cell line,HepG2,TF ChIP-seq,,ASH2L,encode_v3
ENCSR253OON,cell line,HepG2,TF ChIP-seq,,ATF1,encode_v3
ENCSR047BUZ,cell line,HepG2,TF ChIP-seq,,ATF2,encode_v3
ENCSR000BKE,cell line,HepG2,TF ChIP-seq,,ATF3,encode_v3
ENCSR545FXC,cell line,HepG2,TF ChIP-seq,,ATF7,encode_v3
ENCSR859JGF,cell line,HepG2,TF ChIP-seq,,ATM,encode_v3
ENCSR759BDG,cell line,HepG2,TF ChIP-seq,,BCL6,encode_v3
ENCSR015TKV,cell line,HepG2,TF ChIP-seq,,BCLAF1,encode_v3
ENCSR000BID,cell line,HepG2,TF ChIP-seq,,BHLHE40,encode_v3
ENCSR000EDT,cell line,HepG2,TF ChIP-seq,,BHLHE40,encode_v3
ENCSR000EDY,cell line,HepG2,TF ChIP-seq,,BRCA1,encode_v3
ENCSR514EOE,cell line,HepG2,TF ChIP-seq,,BRD4,encode_v3
ENCSR801GJU,cell line,HepG2,TF ChIP-seq,,CBX2,encode_v3
ENCSR142IGM,cell line,HepG2,TF ChIP-seq,,CEBPA,encode_v3
ENCSR000BQI,cell line,HepG2,TF ChIP-seq,,CEBPB,encode_v3
ENCSR000EEE,cell line,HepG2,TF ChIP-seq,,CEBPB,encode_v3
ENCSR639IIZ,cell line,HepG2,TF ChIP-seq,,CEBPG,encode_v3
ENCSR000EDO,cell line,HepG2,TF ChIP-seq,,CEBPZ,encode_v3
ENCSR431FOF,cell line,HepG2,TF ChIP-seq,,CHD4,encode_v3
ENCSR112ALD,cell line,HepG2,TF ChIP-seq,,CREB1,encode_v3
